star_name,ra,dec,class
HR 3933,09 56 54.00,-27 28 30.0,STAR A4V
HR 2724,07 12 24.10,-27 28 27.1,STAR A5IV
HR 6216,16 44 17.30,-27 27 22.0,STAR A2V
HR 5265,14 02 22.80,-27 25 48.0,STAR K3III
HR 4162,10 37 13.70,-27 24 45.0,STAR M2III
HR 1758,05 19 23.69,-27 22 08.0,STAR A0V
HR 2734,07 13 36.31,-27 21 23.0,STAR B0V
HR 517 ,01 46 01.01,-27 20 57.1,STAR F2V
HR 2493,06 44 51.89,-27 20 29.0,STAR G2V
HR 5910,15 54 30.00,-27 20 19.0,STAR B6V
HR 2537,06 50 06.00,-27 20 02.0,STAR B2IV
HR 3353,08 29 27.60,-27 19 57.0,STAR B4V
HR 3916,09 52 58.01,-27 19 55.9,STAR G1V
HR 1045,03 26 22.51,-27 19 03.0,STAR G5III
HR 4314,11 05 19.90,-27 17 37.0,STAR F3IV
HR 4317,11 05 57.60,-27 17 16.1,STAR A0IV
HR 4542,11 50 37.10,-27 16 40.1,STAR G8III
HR 5312,14 12 46.01,-27 15 40.0,STAR K3III
HR 7931,20 45 13.20,-27 14 49.9,STAR G8III
HR 7604,19 56 56.81,-27 10 12.0,STAR K2II
HR 2614,06 58 07.61,-27 09 52.9,STAR B2III
HR 2200,06 10 34.61,-27 09 15.1,STAR K1III
HR 4803,12 37 42.19,-27 08 20.0,STAR F1IV
HR 8563,22 29 46.01,-27 06 25.9,STAR F1V
HR 8628,22 40 39.41,-27 02 37.0,STAR B8V
HR 6842,18 18 03.19,-27 02 33.0,STAR K3II
HR 9044,23 54 21.41,-27 02 31.9,STAR A2V
HR 2750,07 14 51.10,-27 02 17.2,STAR K4III
HR 7722,20 15 17.40,-27 01 58.1,STAR K0V
HR 4011,10 13 19.39,-27 01 44.0,STAR A9
HR 7039,18 45 39.41,-26 59 26.9,STAR B8III
HR 8883,23 21 15.50,-26 59 12.1,STAR G4V
HR 7398,19 29 52.20,-26 59 08.2,STAR K3III
HR 6621,17 48 27.79,-26 58 30.0,STAR B4IV
HR 2800,07 20 55.01,-26 57 49.0,STAR B2V
HR 2567,06 53 00.10,-26 57 27.0,STAR M4III
HR 1723,05 15 24.29,-26 56 35.9,STAR B9V
HR 7980,20 51 49.30,-26 55 09.1,STAR M0III
HR 8045,21 01 45.31,-26 52 52.0,STAR A7V
HR 2956,07 39 26.90,-26 51 47.2,STAR B7V
HR 5399,14 25 47.69,-26 51 09.0,STAR G7IV
HR 3402,08 35 28.80,-26 50 37.0,STAR A1V
HR 4302,11 02 24.41,-26 49 53.0,STAR F1V
HR 8408,22 04 36.79,-26 49 21.0,STAR B4IV
HR 2949,07 38 49.80,-26 48 13.0,STAR B5IV
HR 2948,07 38 49.30,-26 48 06.1,STAR B6V
HR 2774,07 17 47.90,-26 47 51.0,STAR B2IV
HR 2749,07 14 48.70,-26 46 22.1,STAR B2IV
HR 3637,09 08 43.49,-26 46 04.1,STAR A4IV
HR 6914,18 28 06.19,-26 45 25.9,STAR A3V
HR 4532,11 48 45.10,-26 44 58.9,STAR M4III
HR 4445,11 32 23.30,-26 44 48.1,STAR M1III
HR 4881,12 51 57.91,-26 44 17.2,STAR A0III
HR 1785,05 23 12.00,-26 42 20.9,STAR F6V
HR 2192,06 09 47.21,-26 42 02.9,STAR G8III
HR 5287,14 06 22.30,-26 40 57.0,STAR K2III
HR 4157,10 36 04.61,-26 40 30.0,STAR F5V
HR 3597,09 01 11.40,-26 39 50.0,STAR K1III
HR 2688,07 07 00.10,-26 39 28.1,STAR B2IV
HR 7103,18 52 28.49,-26 39 01.1,STAR G8III
HR 5517,14 47 57.50,-26 38 47.0,STAR B9V
HR 7902,20 40 36.00,-26 38 42.0,STAR F7V
HR 6909,18 27 43.80,-26 38 04.9,STAR A8V
HR 9058,23 57 08.30,-26 37 25.0,STAR K3III
HR 5314,14 13 13.20,-26 36 43.9,STAR K0III
HR 1013,03 20 45.19,-26 36 23.0,STAR F7V
HR 6401,17 15 21.00,-26 36 10.1,STAR K1V
HR 6402,17 15 20.81,-26 36 05.0,STAR K0V
HR 3770,09 29 54.50,-26 35 22.9,STAR K3III
HR 2786,07 18 51.19,-26 35 08.9,STAR G2I
HR 6926,18 28 57.41,-26 34 54.1,STAR A3III
HR 4978,13 11 39.19,-26 33 06.1,STAR A5V
HR 3931,09 56 46.51,-26 33 01.1,STAR A4V
HR 6145,16 31 22.80,-26 32 16.1,STAR K1III
HR 6354,17 06 53.21,-26 30 47.2,STAR A0III
HR 5120,13 36 48.41,-26 29 42.0,STAR A7III
HR 4125,10 30 51.41,-26 29 02.0,STAR F7III
HR 2206,06 11 13.51,-26 28 55.9,STAR A0V
HR 4912,12 56 30.10,-26 27 37.1,STAR F3I
HR 6134,16 29 24.41,-26 25 54.8,STAR M1I
HR 2693,07 08 23.50,-26 23 35.9,STAR F8I
HR 8148,21 19 45.79,-26 21 11.2,STAR G5V
HR 2745,07 14 15.19,-26 21 09.0,STAR B3III
HR 2988,07 42 48.10,-26 21 04.0,STAR K1III
HR 3291,08 22 49.90,-26 20 53.2,STAR F3I
HR 5641,15 10 18.60,-26 19 58.1,STAR K0III
HR 8464,22 12 57.50,-26 19 40.1,STAR A3V
HR 6001,16 08 07.61,-26 19 36.1,STAR M2III
HR 7597,19 55 50.40,-26 17 57.8,STAR G5V
HR 7121,18 55 15.91,-26 17 48.1,STAR B2V
HR 8013,20 56 47.30,-26 17 47.0,STAR F7V
HR 43  ,00 13 44.21,-26 17 04.9,STAR K5III
HR 2140,06 03 15.50,-26 17 03.8,STAR K3III
HR 5801,15 37 28.49,-26 16 48.0,STAR B7IV
HR 1628,05 02 09.79,-26 16 30.0,STAR K1III
HR 6520,17 31 44.40,-26 16 10.9,STAR B9
HR 5917,15 55 30.10,-26 15 56.9,STAR A3V
HR 3420,08 37 52.20,-26 15 18.0,STAR A0V
HR 8999,23 44 28.90,-26 14 47.0,STAR F4V
HR 436 ,01 30 22.90,-26 12 28.1,STAR K4III
HR 7618,19 58 57.19,-26 11 44.2,STAR G6III
HR 5658,15 13 53.30,-26 11 37.0,STAR
HR 8253,21 36 10.99,-26 10 17.0,STAR A7IV
HR 1655,05 05 16.20,-26 09 09.0,STAR K2III
HR 3339,08 27 53.50,-26 07 57.0,STAR A2IV
HR 2912,07 34 28.80,-26 07 00.1,STAR A0V
HR 5167,13 45 36.89,-26 06 58.0,STAR A1V
HR 5944,15 58 51.10,-26 06 51.1,STAR B1V
HR 980 ,03 15 00.19,-26 06 01.1,STAR A5V
HR 5516,14 47 44.81,-26 05 15.0,STAR G5III
HR 8570,22 30 53.71,-26 04 25.0,STAR K1III
HR 42  ,00 13 42.10,-26 01 18.8,STAR K5III
HR 7910,20 41 24.10,-26 00 00.0,STAR K2III
HR 3718,09 21 29.59,-25 57 56.2,STAR M1III
HR 683 ,02 18 58.51,-25 56 44.2,STAR G5V
HR 6490,17 26 55.20,-25 56 35.9,STAR A0V
HR 2718,07 12 12.19,-25 56 33.0,STAR B2V
HR 3034,07 48 05.21,-25 56 13.9,STAR B0V
HR 3919,09 54 12.31,-25 55 57.0,STAR K2III
HR 8674,22 47 56.21,-25 54 42.8,STAR G5III
HR 1694,05 10 44.50,-25 54 33.8,STAR K1III
HR 4579,11 58 54.41,-25 54 32.0,STAR A0V
HR 7277,19 13 13.70,-25 54 24.1,STAR K1I
HR 8492,22 16 37.39,-25 53 53.9,STAR K1II
HR 2802,07 21 04.30,-25 53 29.0,STAR M4III
HR 5969,16 03 20.59,-25 51 55.1,STAR K5III
HR 3628,09 08 02.90,-25 51 29.9,STAR K4III
HR 2349,06 27 11.21,-25 51 24.1,STAR F9V
HR 703 ,02 24 20.11,-25 50 51.0,STAR K3III
HR 5356,14 19 00.79,-25 48 56.2,STAR F5V
HR 5614,15 05 47.69,-25 47 22.9,STAR B8V
HR 7961,20 49 17.59,-25 46 53.0,STAR B7III
HR 2544,06 50 36.89,-25 46 41.2,STAR B2V
HR 5885,15 50 58.70,-25 45 05.0,STAR B3V
HR 1374,04 21 31.30,-25 43 41.9,STAR F0IV
HR 1583,04 55 30.19,-25 43 40.1,STAR F0III
HR 4558,11 54 42.50,-25 42 50.0,STAR G4III
HR 8746,23 00 24.60,-25 37 36.1,STAR K1III
HR 5514,14 47 22.51,-25 37 27.8,STAR A0III
HR 1082,03 31 53.90,-25 36 51.1,STAR A3V
HR 6846,18 18 41.69,-25 36 16.9,STAR
HR 6084,16 21 11.30,-25 35 34.1,STAR B1III
HR 1018,03 22 16.30,-25 35 16.1,STAR A0V
HR 2311,06 23 55.90,-25 34 40.1,STAR K5III
HR 102 ,00 27 14.71,-25 32 49.9,STAR G8III
HR 6225,16 46 51.29,-25 31 43.0,STAR
HR 3607,09 03 08.81,-25 30 15.8,STAR B8
HR 2992,07 43 39.10,-25 30 14.0,STAR A3
HR 5166,13 44 45.70,-25 30 02.9,STAR K0
HR 6054,16 14 53.59,-25 28 36.8,STAR B7IV
HR 6773,18 08 54.10,-25 28 21.0,STAR B3III
HR 5497,14 46 00.10,-25 26 35.2,STAR F2III
HR 6913,18 27 58.20,-25 25 18.1,STAR K1III
HR 2129,06 01 13.10,-25 25 04.1,STAR A1V
HR 2616,06 58 35.90,-25 24 50.0,STAR B3V
HR 3483,08 45 49.30,-25 23 15.0,STAR A2V
HR 2944,07 38 18.00,-25 21 52.9,STAR B8IV
HR 9026,23 49 49.61,-25 19 53.0,STAR A3V
HR 5904,15 53 36.70,-25 19 37.9,STAR B2V
HR 3962,10 03 41.40,-25 19 00.1,STAR A0III
HR 5657,15 13 28.70,-25 18 33.1,STAR G4V
HR 3830,09 37 00.19,-25 17 48.1,STAR
HR 5603,15 04 04.20,-25 16 54.8,STAR M3III
HR 901 ,02 59 36.10,-25 16 27.1,STAR F2V
HR 7936,20 46 05.69,-25 16 14.9,STAR F4V
HR 7292,19 15 32.40,-25 15 24.1,STAR G8III
HR 6929,18 29 22.01,-25 15 23.0,STAR B2IV
HR 6386,17 12 13.61,-25 15 16.9,STAR A0
HR 5912,15 54 39.50,-25 14 37.0,STAR B8III
HR 2704,07 09 42.89,-25 13 52.0,STAR B2IV
HR 2841,07 25 25.30,-25 13 04.1,STAR B7III
HR 2640,07 01 05.90,-25 12 55.1,STAR B2V
HR 733 ,02 30 13.80,-25 11 11.0,STAR
HR 7189,18 19 58.00,-25 11 03.0,CV CLASSICAL NOVA
HR 8470,22 13 44.40,-25 10 50.9,STAR F6III
HR 8743,23 00 05.81,-25 09 51.1,STAR
HR 6141,16 30 12.41,-25 06 54.0,STAR B2V
HR 7877,20 37 52.10,-25 06 32.0,STAR F0III
HR 8282,21 41 46.10,-25 06 06.8,STAR K0
HR 6308,16 59 57.60,-25 05 30.8,STAR M3III
HR 514 ,01 45 38.81,-25 03 09.0,STAR F1V
HR 474 ,01 38 49.99,-25 01 18.8,STAR B9V
HR 7035,18 44 49.61,-25 00 40.0,STAR B5V
HR 5257,14 00 00.10,-25 00 37.1,STAR F7V
HR 8080,21 07 07.70,-25 00 20.9,STAR M0III
HR 6453,17 22 00.60,-24 59 57.8,STAR B2IV
HR 5484,14 43 13.61,-24 59 51.0,STAR B9
HR 6310,17 00 09.50,-24 59 21.1,STAR F4V
HR 5250,13 58 31.10,-24 58 19.9,STAR B8V
HR 2686,07 06 52.30,-24 57 38.2,STAR K2
HR 2782,07 18 42.41,-24 57 15.1,STAR O9I
HR 7842,20 32 52.39,-24 56 38.0,STAR A0
HR 7168,19 00 24.79,-24 56 31.9,STAR
HR 6861,18 21 31.39,-24 54 54.0,STAR M5III
HR 3043,07 49 01.70,-24 54 43.9,STAR G0III
HR 1384,04 23 05.71,-24 53 31.9,STAR K5
HR 6672,17 54 54.00,-24 53 13.9,STAR O7II
HR 7440,19 36 42.41,-24 53 01.0,STAR B9
HR 7155,18 58 20.50,-24 52 36.1,STAR A0
HR 3045,07 49 17.71,-24 51 34.9,STAR G6I
HR 4857,12 47 53.71,-24 51 06.1,STAR B8III
HR 7195,19 02 27.70,-24 50 48.8,STAR K3III
HR 4711,12 23 21.60,-24 50 26.2,STAR
HR 5942,15 58 34.80,-24 49 53.0,STAR B5IV
HR 5390,14 24 48.60,-24 48 23.0,STAR G8III
HR 251 ,00 53 12.41,-24 46 36.8,STAR F6IV
HR 1771,05 21 46.20,-24 46 23.2,STAR G7II
HR 159 ,00 37 20.71,-24 46 01.9,STAR G8V
HR 8529,22 23 30.91,-24 45 45.0,STAR
HR 9054,23 56 29.90,-24 44 13.9,STAR G5
HR 4623,12 08 24.79,-24 43 44.0,STAR F2III
HR 5973,16 03 54.70,-24 43 35.0,STAR K0
HR 4489,11 39 00.41,-24 43 16.0,STAR G5
HR 7431,19 36 01.70,-24 43 09.1,STAR A7
HR 2900,07 33 09.70,-24 42 38.9,STAR A7V
HR 3828,09 36 33.70,-24 42 10.1,STAR F2
HR 3004,07 44 34.01,-24 40 26.0,STAR B1III
HR 7246,19 08 14.59,-24 39 24.8,STAR B9III
HR 5548,14 54 20.11,-24 38 31.9,STAR K2III
HR 2607,06 57 33.91,-24 37 50.2,STAR
HR 1213,03 53 42.60,-24 36 45.0,STAR B6V
HR 3381,08 33 04.80,-24 36 23.0,STAR A8IV
HR 8235,21 32 33.31,-24 35 26.2,STAR A7V
HR 844 ,02 49 51.00,-24 33 37.1,STAR K1III
HR 2781,07 18 40.30,-24 33 32.0,STAR O7I
HR 2578,06 53 55.30,-24 32 21.1,STAR A1
Sun,-,-,G2V
Proxima Centauri,14h 29m 42.94853s,62° 40′ 46.1631″,M5.5Ve
Wolf 359,10h 56m 28.99s,07° 00′ 52.0″,M6.5Ve
Lacaille 9352,23h 05m 52.04s,−35° 51′ 11.05″,M0.5V
Luyten's Star,07h 27m 24.4991s,05° 13′ 32.827″,M3.5V
Struve 2398 B,00h 18m 22.8850s,44° 01′ 22.6373″,M3.5V
Groombridge 34 A,00h 18m 22.8850s,44° 01′ 22.6373″,M1.4V
YZ Ceti,01h 12m 30.64s,−16° 59′ 56.3″,M4.5V
Tau Ceti,01h 44m 05.13s,−15° 56′ 22.4″,G8V
Gliese 1061,03h 35m 59.69s,−44° 30′ 45.3″,M5.5V
Teegarden's Star,02h 53m 0.085s,16° 52′ 53.3″,M7.0V
Kapteyn's Star,05h 11m 50s,−45° 02′ 30″,sdM1
Gliese 876,22h 53m 16.73s,−14° 15′ 49.3″,M4V
Gliese 229 A,06h 10m 34.6154s,−21° 51′ 52.715″,M1V
82 G. Eridani,03h 19m 55.65s,−43° 04′ 11.2″,G8V
Gliese 581,15h 19m 26.83s,−07° 43′ 20.2″,M3V
Gliese 667 C,17h 18m 57.16s,−34° 59′ 23.14″,M1.5V
HD 219134,23h 13m 14.74s,57° 10′ 03.5″,K3Vvar
61 Virginis,13h 18m 24.31s,−18° 18′ 40.3″,G5V
TRAPPIST-1,23h 06m 29.283s,−05° 02′ 28.59″,M8V
55 Cancri,08h 52m 35.81s,+28° 19′ 50.9″,G8V
HD 69830,08h 18m 23.95s,−12° 37′ 55.8″,K0V
HD 40307,05h 54m 04.24s,−60° 01′ 24.5″,K2.5V
Upsilon Andromedae,01h 36m 47.84s,+41° 24′ 19.7″,F8V
47 Ursae Majoris,10h 59m 27.97s,+40° 25′ 48.9″,G0V
Nu2 Lupi,15h 21m 49.57s,−48° 19′ 01.1″,G2V
Gliese 163,04h 09m 16s,−53° 22′ 25″,M3.5V
Mu Arae,17h 44m 08.70s,−51° 50′ 02.6″,G3IV-V
HD 113538,13h 04m 57.48s,−52° 26′ 34.5″,K9V
Gliese 777,20h 03m 37.41s,+29° 53′ 48.5″,G6IV
Gliese 676 A,17h 30m 11.2042s,−51° 38′ 13.116″,M0V
HD 21749,03h 27m 00.0s,−63° 30′ 08″,K4.5
HD 128311,14h 36m 00.56s,+09° 44′ 47.5″,K0V
HD 7924,01h 21m 59.12s,+76° 42′ 37.0″,K0V
HIP 65407,13h 24m 21.0s,+48° 53′ 06″,K0
14 Herculis,16h 10m 24.31s,+43° 49′ 03.5″,K0V
Rho Coronae Borealis,16h 01m 02.80s,+33° 18′ 19.4″,G2V
HIP 38594,07h 54m 11.0s,−25° 18′ 11″,M0
83 Leonis,11h 26m 46.28s,+03° 00′ 22.8″,K2V
Pi Mensae,05h 37m 08.79s,−80° 28′ 18.0″,G3IV
Beta Pictoris,05h 47m 17.08s,−51° 04′ 00.2″,A5V
HD 217107,22h 58m 15.54s,−02° 23′ 43.4″,G8IV
Gliese 221,05h 53m 0s,−05° 59′ 41″,K7V or M0V
HD 142,00h 06m 19.0s,−49° 04′ 30″,G1 IV
HD 215152,22h 43m 21s,−06° 24′ 03″,G8IV
HD 164922,18h 02m 30.86s,+26° 18′ 46.8″,K0V
HD 1461,00h 18m 41.62s,−08° 03′ 09.5″,G0V
HD 134060,15h 10m 44.97s,−61° 25′ 20.3″,G3IV
HD 60532,07h 34m 03.18s,−22° 17′ 45.8″,F6IV-V
HD 96700,11h 07m 54s,−30° 10′ 28″,G0V
HD 39194,05h 44m 32s,−70° 08′ 37″,K0V
23 Librae,15h 13m 28.67s,−25° 18′ 33.6″,G5V
HIP 57274,11h 44m 41s,+30° 57′ 33″,K5V
HD 181433,19h 25m 09.57s,−66° 28′ 07.7″,K5V
HD 134606,15h 15m 15s,−70° 31′ 11″,G6IV
HD 158259,17h 25m 24.0s,+52° 47′ 26″,G0
HD 82943,09h 34m 50.74s,−12° 07′ 46.4″,G0V
HD 114386,13h 10m 39.82s,−35° 03′ 17.2″,K3V
HD 52265,07h 00m 18.10s,−05° 22′ 02.5″,G0V
HD 13808,02h 12m 43s,−53° 44′ 38″,K2V
Star,Right,Declination,Spectral
HD 21693,03h 27m 12s,−58° 19′ 25″,G9IV
HD 17926,02h 51m 56.16s,−30° 48′ 53.2″,F6V
HD 11964,01h 57m 09.61s,−10° 14′ 32.7″,G5IV
HD 45364,06h 25m 38.48s,−31° 28′ 51.4″,G8V
HD 92788,10h 42m 48.0s,−02° 11′ 01″,G5
HD 37124,05h 37m 02.49s,+20° 43′ 50.8″,G4V
HD 85390,09h 50m 02.0s,−49° 47′ 25″,K1V
HD 65216,07h 53m 41.3s,−63° 38′ 50.4″,G5V
HD 12661,02h 04m 34.29s,+25° 24′ 51.5″,G6V
HD 51608,06h 54m 51s,−55° 15′ 34″,K0IV
HD 20781,03h 20m 03s,−28° 47′ 02″,G9.5V
Kepler-444,19h 19m 01s,41° 38′ 05″,K0V
HD 141399,15h 46m 54.0s,+46° 59′ 11″,K0V
HD 169830,18h 27m 49.48s,−29° 49′ 00.7″,F9V
HAT-P-11,19h 50m 50.0s,+48° 04′ 51″,K4
HD 215456,22h 46m 08s,−48° 58′ 44″,G0.5V
HD 117618,13h 32m 25.0s,−47° 16′ 16″,G2V
Kepler-42,19h 28m 53s,+44° 37′ 10″,M
HD 31527,04h 55m 38s,−23° 14′ 31″,G0V
HD 10180,01h 37m 53.58s,−60° 30′ 41.5″,G1V
HD 38529,05h 46m 34.96s,+01° 10′ 06.7″,G4V
HD 23472,03h 41m 50.0s,−62° 46′ 01″,K3.5V
HD 47186,06h 36m 08.79s,−27° 37′ 20.3″,G6V
HR 8799,23h 07m 28.72s,+21° 08′ 03.3″,A5V
HIP 5158,01h 06m 02.05s,−22° 27′ 11.4″,K5
HD 89744,10h 22m 10.0s,+41° 13′ 46″,F7V
HD 93385,10h 46m 15s,−41° 27′ 52″,G2V
HD 27894,04h 20m 47.05s,−59° 24′ 39.0″,K2V
BD-08°2823,10h 00m 47.72s,−09° 31′ 00.0″,K3V
HD 147018,16h 23m 00.15s,−61° 41′ 19.5″,G9V
HD 37605,05h 40m 01.73s,+06° 03′ 38.1″,K0
HD 215497,22h 46m 36.75s,−56° 35′ 58.3″,K3V
HD 20003,03h 07m 38s,−72° 19′ 19″,G8V
HD 155358,17h 09m 34.62s,+33° 21′ 21.1″,G0V
HD 175607,19h 01m 05.0s,−66° 11′ 34″,G6V
HD 3167,00h 34m 57.5s,+04° 22′ 53″,K0V
Gamma Librae,15h 35m 31.54s,−14° 47′ 22.4″,K0III
HD 34445,05h 17m 41.0s,+07° 21′ 12″,G0V
HD 204313,21h 28m 12.21s,–21° 43′ 34.5″,G5V
HD 187123,19h 46m 58.11s,+34° 25′ 10.3″,G5V
HD 11506,01h 52m 50.53s,−19° 30′ 25.1″,G0V
HD 41248,06h 00m 33.0s,−56° 09′ 43″,G2V
HD 9446,01h 33m 20.18s,+29° 15′ 54.5″,G5V
HD 159868,17h 38m 59.53s,−43° 08′ 43.8″,G5V
HIP 14810,03h 11m 14.23s,+21° 05′ 50.5″,G5V
HD 191939,20h 08m 05.75s,+66° 51′ 2.1″,G8V
HD 125612,14h 20m 53.51s,−17° 28′ 53.5″,G3V
HD 207832,21h 52m 36.0s,−26° 01′ 36″,G5V
HD 30177,04h 41m 54.0s,−58° 01′ 14″,G8 V
HD 183263,19h 28m 24.57s,+08° 21′ 30.0″,G2IV
HD 4732,00h 49m 13.90s,−24° 08′ 11.5″,K0III
HD 213885,22h 35m 56.0s,−59° 51′ 53″,G
HD 177830,19h 05m 20.77s,+25° 55′ 14.4″,K0IV
HD 109271,12h 33m 36.0s,−11° 37′ 19″,G5
HD 38677,05h 47m 06.0s,−10° 37′ 49″″,F8V
HD 108874,12h 30m 26.88s,+22° 52′ 47.4″,G5V
HD 154857,17h 11m 15.72s,−56° 40′ 50.9″,G5V
HD 74156,08h 42m 25.12s,+04° 34′ 41.2″,G0IV
Kepler-37,18h 58m 23.1s,44° 31′ 05″,G
HD 121056,13h 53m 52.0s,−35° 18′ 52″,K0III
HD 200964,21h 06m 39.84s,+03° 48′ 11.2″,K0III
HD 163607,17h 53m 40s,+56° 23′ 31″,G5IV
HD 159243,17h 33m 22.0s,+05° 42′ 03″,G0V
HD 13908,02h 18m 15.0s,+65° 35′ 40″,F8V
HD 148164,16h 25m 45.0s,+11° 55′ 09″,F8
24 Sextantis,10h 23m 28.37s,−00° 54′ 08.1″,G5III
HD 4203,00h 44m 41.0s,+20° 26′ 56″,G5
HD 1605,00h 20m 32.0s,+30° 58′ 29″,F8V
HD 47366,06h 37m 40.79s,−12° 59′ 05.3″,K1III:
HD 67087,08h 07m 40.0s,+31° 33′ 05″,F8V
HAT-P-17,21h 38m 08.73s,+30° 29′ 19.4″,K0V
HD 73526,08h 37m 16.48s,−41° 19′ 08.8″,G6V
HD 147873,17h 30m 48.38s,−33° 36′ 36.0″,G1V
HD 16031,02h 34m 11s,−12° 23′ 03″,F2V
HIP 41378,08h 26m 28.0s,+10° 04′ 49″,F8
HD 47536,06h 37m 47.62s,−32° 20′ 23.0″,K1III
HD 133803,15h 07m 15.0s,−29° 30′ 16″,A9V
Kepler-68,19h 24m 07.76s,+49° 02′ 25.0″,G
COROT-7,06h 43m 49.47s,−01° 03′ 46.9″,K0V
Kepler-10,19h 02m 33.06s,+50° 14′ 28.7″,G5V
WASP-41,12h 42m 28.5s,−30° 38′ 24″,G8V
WASP-134,21h 50m 17.0ss,−30° 38′ 24″,G4
WASP-47,22h 04m 49.0s,−12° 01′ 08″,G9V
HAT-P-13,08h 39m 31.81s,+47° 21′ 07.3″,G4
HD 102272,11h 46m 23.54s,+14° 07′ 26.3″,K2III
Kepler-20,19h 10m 47.524s,42° 20′ 19.30″,G8
PSR B1257+12,13h 00m 03.58s,+12° 40′ 56.5″,pulsar
Kepler-65,19h 14m 45.3s,+41° 09′ 04.2″,B
Kepler-62,18h 52m 51.060s,+45° 20′ 59.507″,K2V
Kepler-88,19h 24m 36s,+40° 40′ 10″,G
Kepler-32,19h 51m 22.0s,+46° 34′ 27″,M1V
WASP-12,06h 30m 33.0s,+29° 40′ 20″,G0
Kepler-36,19h 25m 00.04s,+49° 13′ 54.58″,G1V
NN Serpentis,15h 52m 56.13s,+12° 54′ 44.7″,WD+M
Kepler-11,19h 48m 27.62s,+41° 54′ 32.9″,G4V
Kepler-90,18h 57m 44.0s,+49° 18′ 19″,G0V
Kepler-9,19h 02m 17.76s,+38° 24′ 03.2″,G2V
Kepler-432,19h 33m 08.0s,+48° 17′ 09″,K2III
Kepler-70,19h 45m 25s,41° 05′ 34″,sdB
OGLE-2006-BLG-109L,17h 52m 35.22s,−30° 05′ 15.7″,M1V
Kepler-47,19h 41m 11.5s,+46° 55′ 13.69″,G
OGLE-2012-BLG-0026L,17h 34m 19s,−27° 08′ 34″,G5 V
Kepler-33,19h 16m 18.61s,+46° 00′ 18.8″,G1IV
Kepler-89,19h 49m 20.0s,+41° 53′ 28″,F8V
Kepler-18,19h 52m 19.06s,+44° 44′ 46.76″,G7V
Kepler-25,19h 06m 33.0s,+39° 29′ 16″,F
Kepler-26,18h 59m 46s,+46° 34′ 00″,KV
Kepler-27,19h 28m 56.82s,+41° 05′ 9.15″,G5V
Kepler-28,19h 28m 32.89s,+42° 25′ 45.91″,M0V
Kepler-51,19h 45m 55.0s,+49° 56′ 16″,GV
Kepler-56,19h 35m 02.0s,+41° 52′ 19″,G0
Kepler-84,19h 53m 00.49s,+40° 29′ 45.87″,G3
Kepler-93,19h 25m 40.39s,+38° 40′ 20.48″,G5V
Kepler-138,19h 21m 32.0s,+43° 17′ 35″,M1V
Kepler-238,19h 11m 35s,+40° 38′ 16″,G5
Kepler-292,19h 43m 03.84s,+43° 25′ 27.4″,K0
Kepler-296,19h 06m 09.6s,+49° 26′ 14.4″,K+K
Kepler-539,19h 56m 29.0s,+41° 52′ 00″,G2V
Kepler-419,19h 41m 40.0s,+51° 11′ 05″,F8V
Kepler-210,19h 30m 01.0s,+43° 04′ 59″,K
Kepler-23,19h 36m 52.0s,+49° 28′ 45″,G5V
Kepler-107,19h 48m 06.8s,+48° 12′ 31″,G2
Kepler-31,19h 36m 06.0s,+45° 51′ 11″,G5
Kepler-160,19h 11m 05.7s,+42° 52′ 09″,G2V
Kepler-69,19h 33m 03.0s,+44° 52′ 08″,G4V
Kepler-80,19h 44m 27.0s,+39° 58′ 44″,M0V
Kepler-29,19h 53m 24.0s,+47° 29′ 28″,G5V
TOI 732,10h 18m 35.137s,−11° 43′ 0.242″,M4V
TOI 700,06h 28m 22.97s,−65° 34′ 43.01″,M2V
TOI-421,05h 27m 24.83s,−14° 16′ 37.05″,G9V
HD 108236,12h 26m 17.89s,−51° 21′ 46.21″,G3V
HD 63433,07h 49m 55.06s,+27° 21′ 47.46″,G5IV
TYC 8998-760-1,13h 25m 12.13s,−64° 56′ 20.69″,K3IV
HD 86226,09h 56m 29.84s,–24° 05′ 57.8″,G2V
K2-19,11h 39m 50.4804s,+00° 36′ 12.8773″,K0V
K2-3,11h 29m 20.3918s,−01° 27′ 17.280″,M0V
K2-138,23h 15m 47.77s,−10° 50′ 58.91″,K1V
Gliese 3293,04h 28m 35.72s,−25° 10′ 08.9″,M2.5V
Gliese 433,11h 35m 26.9485s,−25° 10′ 08.9″,M1.5V
HD 192310,20h 15m 17.3912s,−27° 01′ 58.7121″,K2V
XO-2,07h 48m 07.4814s,+50° 13′ 03.2578″,K0V+K0V
BD–08 2823,10h 00m 47.7206s,–09° 31′ 00.0428″,K4V
L 1159-16,02h 00m 12.959s,13° 03′ 07.01″,M4.5V
NY Virginis,13h 38m 48.1466s,−02° 01′ 49.2095″,B1VII+M
TOI-776,11h 54m 18.39s,−37° 33′ 09.8″,M1V
Gliese 3473,08h 02m 22.88s,+03° 20′ 19.7″,M4V
BD-11 4672,18h 33m 28.8323s,−11° 38′ 09.7218″,K7V
HD 133131,15h 03m 35.80651s,−27° 50′ 27.5520″,G2V+G2V
HD 113337,13h 01m 46.9272s,63° 36′ 36.7958″,F6V
HD 7449,01h 14m 29.3222s,−05° 02′ 50.6148″,F9.5V
HD 156279,17h 12m 23.2036s,+63° 21′ 07.532″,K0V
